model_s,tail_num,mfg,model,updated,comment 
a2e28f,N285WN,BOEING,B737,1464739201,B737
a03816,N113HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
ad1fc8,N945AN,BOEING,737-823,1464739200,
a29611,N266JB,EMBRAER,ERJ 190-100 IGW,1464739200,
a0c20f,N148SY,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
a09533,N137AA,AIRBUS,A321-231,1464739200,
a76235,N575NN,BOMBARDIER INC,CL-600-2D24,1464739200,
ad01ab,N937WN,BOEING,737-7H4,1464739200,
ab9bb6,N847VA,AIRBUS,A320-214,1464739200,
a149f1,N182UW,,A321,1464739201,A321-211
a72823,N560NN,CANADAIR CRJ-900,CRJ9,1466992601,AMERICAN EAGLE
a56db1,N449SW,BOMBARDIER INC,CL-600-2B19,1464739200,
adddda,N993AT,BOEING,717-200,1464739200,
aae1f4,N800AY,,CRJ2,1464739201,CRJ2
a3b0fe,N337NB,,A319,1464739201,A319-114
a4ec2d,N416UA,AIRBUS INDUSTRIE,A320-232,1464739200,
acb59c,N918NN,BOEING,737-823,1464739200,
acc9c7,N923EV,BOMBARDIER INC,CL-600-2B19,1464739200,
ad3997,N951NN,BOEING,737-823,1466168188,
a5307f,N433YX,EMBRAER ERJ-175LR,E170,1466992601,AMERICAN EAGLE
a0f4f6,N16065,BOEING,767-332,1464739200,
adecb6,N997AT,BOEING,717-200,1464739200,
a48730,N391HA,AIRBUS,A330-243,1466168186,
ac9f52,N912NN,,B738,1464739201,B738
a94ae3,N69804,BOEING,737-924ER,1464739200,
adbb39,N984NN,BOEING,737-823,1464739200,
a5397d,N436AW,,CRJ2,1464739201,CRJ2
a396fd,N330NB,AIRBUS INDUSTRIE,A319-114,1464739200,
a3f82a,N355JB,EMBRAER,ERJ 190-100 IGW,1466168186,
a8430d,N631SK,BOMBARDIER INC,CL-600-2C10,1464739200,
abbedb,N856NN,BOEING,737-823,1464739200,
ad4844,N955LR,BOMBARDIER INC,CL-600-2D24,1464739200,
ab5faa,N8319F,,B738,1464739201,B738
a6bcc8,N533NK,AIRBUS,A319-132,1464739200,
a9d41e,N732SW,BOEING,737-7H4,1464739200,
a4034f,N358JB,EMBRAER,ERJ 190-100 IGW,1466168186,
abdce1,N8634A,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
aa73a0,N7726A,BOEING,737-7BD,1464739200,
a53725,N435QX,,DH8D,1464739201,DHC8-402
a85d00,N638RW,EMBRAER,ERJ 170-100 SE,1464739200,
ac2bb7,N88326,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
a57f42,N453WN,BOEING,B737,1464739201,B737
a6e4e8,N543UW,AIRBUS,A321-231,1464739200,
a80156,N615AE,EMBRAER,EMB-145LR,1464739200,
a1c534,N213FR,AIRBUS,A320-214,1464739200,
a196c8,N201LV,BOEING,B737,1464739201,B737-7H4/W
a4f1ed,N418AW,BOMBARDIER INC,CL-600-2B19,1464739200,
ab7067,N836UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a6a711,N528EG,,CRJ7,1464739201,CRJ7
a0a2bd,N140AN,AIRBUS,A321-231,1464739200,
a23675,N24128,,E145,1464739201,EMB-145XR
a1a56d,N205JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a6a00b,N526JL,AIRBUS INDUSTRIE,A320-232,1464739200,
ab0d76,N811DZ,BOEING,737-932ER,1466168187,
a9a58d,N720WN,BOEING,B737,1464739201,B737
a16c3a,N191DN,,B763,1464739201,B767-332 (ER)
ab8923,N842VA,,A320,1464739201,A320
a948c4,N698DL,BOEING,757-232,1464739200,
a235b7,N241WN,BOEING,737-7H4,1464739200,
aa0aab,N746UW,,A319,1464739201,A319-112
a46d29,N38446,,B739,1464739201,B739
a3d87d,N347NB,,A319,1464739201,A319-114
ad2833,N947LR,BOMBARDIER INC,CL-600-2D24,1466168188,
abb537,N85323,EMBRAER S A,ERJ 170-200 LR,1464739200,
a593a0,N459AW,,CRJ2,1464739201,CRJ2
ad1e05,N944WN,BOEING,737-7H4,1464739200,
a972be,N708EV,,CRJ7,1464739201,CRJ7
a88cbf,N650AE,,E145,1464739201,Emb.145LR
aa295d,N754EV,BOMBARDIER INC,CL-600-2C10,1464739200,
a5fd2d,N485WN,BOEING,B737,1464739201,B737-7H4/W
ab44a7,N825NN,,B738,1464739201,B737-823
a9d807,N733UW,AIRBUS INDUSTRIE,A319-112,1464739200,
abd2e6,N861DN,BOEING,737-932ER,1466168187,
aa779d,N7738A,BOEING,737-7BD,1464739200,
a86540,N640AE,,E145,1464739201,Emb.145LR
a86a28,N641NK,AIRBUS,A320-232,1464739200,
ac8e89,N908SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200LR
abadd6,N8513F,BOEING,737-8H4,1466168187,
a6f009,N546US,BOEING,757-251,1464739200,
a7eec3,N610AE,,E145,1464739201,ERJ-145LR
a9807d,N711HK,BOEING,B737,1464739201,B737
ac7581,N9012,AIRBUS,A319-115,1464739200,
a1b092,N208JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a7133f,N555NW,BOEING,757-251,1464739200,
a8d6bd,N669MB,EMBRAER,EMB-145LR,1464739200,
a77ad8,N581NN,BOMBARDIER INC,CL-600-2D24,1464739200,
a45b96,N380DA,,B738,1464739201,B737-832
a11b00,N170US,,A321,1464739201,A321-211
abf057,N869AS,,CRJ2,1464739201,CL-600-2B19 CRJ-200
adb3cb,N982NN,BOEING,737-823,1464739200,
a302a0,N293WN,BOEING,737-7H4,1464739200,
a704f9,N551UW,AIRBUS,A321-231,1464739200,
a0bf90,N14735,BOEING,B737,1464739201,B737-724/W
ab1979,N814NW,AIRBUS,A330-323,1464739200,
a2d76a,N282WN,BOEING,B737,1464739201,B737-7H4/W
abdcb7,N86324,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
a445cd,N37456,BOEING,737-924ER,1466168186,
a130cb,N176PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a4eca6,N416YX,EMBRAER ERJ-175LR,E170,1466992601,AMERICAN EAGLE
a3ef7e,N35260,,B738,1464739201,B737-824/W
a1c997,N214NN,EMBRAER S A,ERJ 170-200 LR,1464739200,
adcca5,N989AT,,B712,1464739201,B712
a5799f,N452AW,,CRJ2,1464739201,CRJ2
ad36a8,N950WN,BOEING,B737,1464739201,B737
a7f762,N612NK,,A320,1464739201,A320
ab5c26,N831AW,AIRBUS INDUSTRIE,A319-132,1464739200,
acdbf4,N928AT,,B712,1464739201,B717-231
a01880,N105NN,AIRBUS,A321-231,1464739200,
ac56cf,N8942A,BOMBARDIER INC,CL-600-2B19,1464739200,
ad7282,N966AT,,B712,1464739201,B712
ad1697,N942WN,BOEING,B737,1464739201,B737
aa6bed,N7704B,BOEING,737-7BD,1464739200,
ad185a,N943AN,BOEING,737-823,1464739200,
a24757,N246LV,BOEING,737-7H4,1464739200,
a6dc08,N541EA,BOMBARDIER INC,CL-600-2C10,1464739200,
a08e82,N135HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a44570,N3743H,BOEING,737-832,1464739200,
a94b0a,N69818,BOEING,737-924ER,1466168187,
ac64a6,N898SK,BOMBARDIER INC,CL-600-2D24,1464739200,
abadc0,N8512U,BOEING,737-8H4,1464739200,
adb2a4,N982AT,BOEING,717-200,1464739200,
abb12d,N8520Q,BOEING,737-8H4,1466168187,
a0330a,N11150,EMBRAER,EMB-145XR,1464739200,
ad247c,N946LR,BOMBARDIER INC,CL-600-2D24,1464739200,
a8c724,N665DN,,B752,1464739201,B757-232
a0b199,N144AN,AIRBUS,A321-231,1464739200,
aa73b9,N77261,BOEING,737-824,1464739200,
ad83b2,N970AN,,B738,1464739201,B737-823
a1babb,N210NN,EMBRAER S A,ERJ 170-200 LR,1464739200,
abaf1e,N852DN,BOEING,737-932ER,1464739200,
a93229,N692AE,,E145,1464739201,ERJ-145LR
abe4b9,N8657B,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
aa7df3,N7750A,BOEING,737-7BD,1464739200,
a2fb32,N291WN,BOEING,B737,1464739201,B737-7H4/W
a4bd40,N404UA,,A320,1464739201,A320-232
ab5f1b,N8315C,BOEING,737-8H4,1464739200,
a58654,N455SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200
abd1c5,N8604K,BOEING,737-8H4,1464739200,
a44560,N37422,BOEING,737-924ER,1464739200,
a58e1e,N457WN,BOEING,737-7H4,1464739200,
ad7471,N966WN,BOEING,B737,1464739201,B737
a9033c,N680AE,,E145,1464739201,ERJ-145LR
acda2c,N927WN,BOEING,737-7H4,1464739200,
a57eb5,N453QX,BOMBARDIER INC,DHC-8-402,1466168186,
a11fe7,N17146,EMBRAER,EMB-145XR,1464739200,
acce3f,N924NN,BOEING,737-823,1464739200,
a56323,N446YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
a50f40,N425LV,BOEING,B737,1464739201,B737
a04f75,N119US,,A320,1464739201,A320-214
a220cb,N236WN,BOEING,B737,1464739201,B737-7H4/W
a7fed0,N614NK,,A320,1464739201,A320
abb57a,N85340,EMBRAER S A,ERJ 170-200 LR,1466168187,
ab0971,N810AW,AIRBUS INDUSTRIE,A319-132,1464739200,
a9cb83,N730EV,,CRJ7,1464739201,CRJ7
a5a6c1,N463WN,BOEING,737-7H4,1464739200,
a24c77,N24706,BOEING,737-724,1464739200,
a06f5a,N127SY,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
ad79eb,N968AN,,B738,1464739201,B737-823
aa2ca9,N755AN,BOEING,777-223,1464739200,
aa1a81,N750EV,,CRJ7,1464739201,CL-600 2C10 CRJ-700
a5427b,N438SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200
adab36,N980AT,BOEING,717-200,1464739200,
ab5fdf,N832AY,,CRJ2,1464739201,CRJ2
aa6b9f,N77014,BOEING,777-224,1464739200,
acd8a3,N927EV,BOMBARDIER INC,CL-600-2B19,1464739200,
aa7f5e,N776AN,BOEING,777-223,1464739200,
a6b4f7,N531JL,AIRBUS INDUSTRIE,A320-232,1464739200,
abe42c,N8653A,BOEING,737-8H4,1464739200,
ad0022,N937EV,BOMBARDIER INC,CL-600-2B19,1464739200,
a61b4e,N493AS,BOEING,737-990ER,1464739200,
aa1be0,N750UW,AIRBUS INDUSTRIE,A319-112,1464739200,
a9c6a0,N729SW,BOEING,737-7H4,1464739200,
abf008,N8688J,BOEING,737-8H4,1464739200,
abc649,N858NN,,B738,1464739201,B738
ac2dea,N884NN,BOEING,737-823,1464739200,
a0ade2,N143AN,AIRBUS,A321-231,1464739200,
acceab,N924SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a9e5e9,N737JW,BOEING,737-7H4,1464739200,
ab5383,N829NN,,B738,1464739201,B737-823
abb3b6,N853NN,,B738,1464739201,B738
a4b294,N401YX,EMBRAER ERJ-175LR,E170,1466992601,AMERICAN EAGLE
a71b43,N557UW,AIRBUS,A321-231,1464739200,
ab4489,N825MH,,B764,1464739201,B767-432 ER
a4f39b,N418UA,,A320,1464739201,A320-232
a2b810,N27421,BOEING,737-924ER,1464739200,
ace0d2,N929NN,BOEING,737-823,1464739200,
ac791d,N9021H,AIRBUS,A319-115,1464739200,
a85185,N635NK,AIRBUS,A320-232,1466168187,
a494c5,N39450,BOEING,737-924ER,1464739200,
aaad8f,N7875A,BOEING 737-7Q8,B737,1466992601,SOUTHWEST AIRLINES
abf2ea,N8692F,BOEING,737-8H4,1464739200,
abe075,N8643A,BOEING,737-8H4,1464739200,
abba43,N855DN,BOEING,737-932ER,1466168187,
a80dac,N618NK,AIRBUS A320-232,A320,1466992601,SPIRIT AIRLINES
a81000,N61881,BOEING 737-924,B739,1466992601,UNITED AIRLINES
aa9b42,N7827A,BOEING,737-79P,1466168187,
a18b71,N199UW,AIRBUS,A321-211,1464739200,
aa7aeb,N7745A,BOEING 737-7BD,B737,1466992601,SOUTHWEST AIRLINES
a3d10f,N345NB,AIRBUS,A319-114,1464739200,
a99b5f,N718SK,,CRJ7,1464739201,CRJ7
a7081a,N552NW,,B752,1464739201,B757-251
a6a354,N527EA,,CRJ7,1464739201,CRJ7
a1804c,N196UW,AIRBUS,A321-211,1464739200,
a35e6f,N316PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a301f3,N293PQ,BOMBARDIER INC,CL-600-2D24,1466168185,
a992cf,N716EV,BOMBARDIER INC,CL-600-2C10,1464739200,
adb437,N982SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200LR
a9f4c6,N740YX,EMBRAER S A,ERJ 170-200 LR,1466168187,
a8741c,N644AE,,E145,1464739201,EMB-145LR
a5e339,N479HA,BOEING,717-200,1464739200,
aa159e,N749SW,BOEING,737-7H4,1464739200,
abefdd,N8687A,BOEING,737-8H4,1464739200,
ac6565,N8980A,BOMBARDIER INC,CL-600-2B19,1464739200,
a6eeb9,N546FF,BOMBARDIER INC,CL-600-2C10,1464739200,
a445b0,N3745B,BOEING,737-832,1464739200,
ad5e27,N960WN,BOEING,737-7H4,1464739200,
a39ab4,N331NB,,A319,1464739201,A319-114
a13af4,N179DN,,B763,1464739201,B767-332 (ER)
ac0cb1,N876AS,,CRJ2,1464739201,CRJ2
a71e5c,N558NN,BOMBARDIER INC,CL-600-2D24,1464739200,
aa7abe,N77431,,B739,1464739201,B737-924
aa8a07,N77865,BOEING,757-33N,1464739200,
a1d0a3,N216JQ,,E170,1464739201,E170
a50cb7,N424YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
a9586e,N701BR,,CRJ2,1464739201,CL-600 2B19 CRJ-200LR
a1c05d,N21154,EMBRAER,EMB-145XR,1464739200,
a22839,N238WN,BOEING,B737,1464739201,B737-7H4/W
a00d5b,N102NN,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
a7b832,N597JB,,A320,1464739201,A320-232
adaee8,N981AN,,B738,1464739201,B737-823
a6d857,N540EG,BOMBARDIER INC,CL-600-2C10,1464739200,
a494eb,N39463,BOEING 737-924,B739,1466992601,UNITED AIRLINES
a0ba4e,N146PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a03377,N11184,EMBRAER,EMB-145XR,1464739200,
a90e61,N683AE,,E145,1464739201,ERJ-145LR
aa7e51,N77520,,B738,1464739201,B738
abdc78,N8631A,BOEING,737-8H4,1464739200,
ad6884,N963NN,BOEING,737-823,1466168188,
a8df06,N6707A,,B752,1464739201,B757-232
a1b4ab,N209NN,EMBRAER S A,ERJ 170-200 LR,1466168185,
a5c4e2,N471AS,BOEING,737-990ER,1466168186,
acc76b,N922US,AIRBUS,A321-231,1464739200,
a67b75,N517AE,BOMBARDIER INC,CL-600-2C10,1464739200,
a92e72,N691AE,,E145,1464739201,ERJ-145LR
abd9d9,N8629A,BOEING,737-8H4,1464739200,
a05a01,N12114,,B752,1464739201,B757-224
ad4c2a,N956NN,BOEING,737-823,1464739200,
a3f3dc,N354CA,,CRJ7,1464739201,CRJ7
acdde3,N928WN,BOEING,737-7H4,1464739200,
aa4e52,N763SW,BOEING,737-7H4,1464739200,
a0ad24,N14249,,B738,1464739201,B737-824
a4b64b,N402YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
a9d5e4,N73275,BOEING,737-824,1464739200,
a4ce21,N409AS,BOEING,737-990ER,1464739200,
abec6c,N8679A,BOEING,737-8H4,1464739200,
aa9afc,N7825A,BOEING,737-7CT,1464739200,
aa64ca,N769US,,A319,1464739201,A319-112
a1afc8,N208AN,EMBRAER S A,ERJ 170-200 LR,1464739200,
a5939c,N459AS,BOEING,737-990ER,1464739200,
a6e12d,N542US,BOEING,757-251,1464739200,
a7ad0d,N594JB,,A320,1464739201,A320-232
a9942e,N716UW,AIRBUS INDUSTRIE,A319-112,1464739200,
ac9ff2,N912UY,AIRBUS,A321-231,1466168188,
a43e83,N37267,BOEING,737-824,1464739200,
ab362c,N821SK,,CRJ9,1464739201,CRJ9
a17170,N192UW,,A321,1464739201,A321-211
a5050e,N422WN,BOEING,B737,1464739201,B737
acad6d,N916EV,,CRJ2,1464739201,CRJ2
a8553c,N636NK,AIRBUS,A320-232,1464739200,
a91616,N685DA,,B752,1464739201,B757-232
ac9850,N910SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200LR
aafca8,N807JB,AIRBUS A320-232,A320,1466992601,JETBLUE AIRWAYS
aa234a,N752US,AIRBUS INDUSTRIE,A319-112,1464739200,
a71efa,N558UW,AIRBUS,A321-231,1464739200,
a55447,N442YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
a95a1c,N701UW,,A319,1464739201,A319-112
abe101,N8647A,BOEING,737-8H4,1464739200,
a1be72,N211NN,EMBRAER S A,ERJ 170-200 LR,1464739200,
a92365,N68805,BOEING 737-924,B739,1466992601,UNITED AIRLINES
a320a6,N300PQ,CANADAIR CRJ-900LR,CRJ9,1466992601,DELTA CONNECTION
a586b0,N455WN,BOEING,B737,1464739201,B737
a70812,N552NN,BOMBARDIER INC,CL-600-2D24,1466168186,
ab161b,N813SK,BOMBARDIER INC,CL-600-2D24,1464739200,
abc2e5,N857RW,EMBRAER,ERJ 170-100 SE,1464739200,
ad68f0,N963SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a027fa,N109UW,,A320,1464739201,A320-214
abbf2e,N856RW,,E170,1464739201,Emb.170-100SE
a6bfe8,N534GJ,,BE30,1467076514,JUNISA INC      United States   2015-0
a305aa,N294PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a4e181,N413YX,EMBRAER ERJ-175LR,E170,1466992601,AMERICAN EAGLE
ac2c25,N8836A,BOMBARDIER INC,CL-600-2B19,1464739200,
aa4e80,N763US,,A319,1464739201,A319-112
aa55b5,N765SK,,CRJ7,1464739201,CRJ7
a35701,N314PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a6ca7f,N537AS,BOEING,737-890,1464739200,
adc313,N986SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200LR
a5bccd,N469UA,,A320,1464739201,A320-232
a12c18,N175DN,,B763,1464739201,B767-332 (ER)
a6049b,N487WN,BOEING,737-7H4,1464739200,
a1b449,N209JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a7bbe9,N598JB,,A320,1464739201,A320-232
ad14a3,N942AN,BOEING,737-823,1464739200,
a9d640,N733AR,BOEING,777-323ER,1464739200,
a3a222,N333NB,,A319,1464739201,A319-114
a762d3,N575UW,AIRBUS A321-231,A321,1466992601,US AIRWAYS
ad9edf,N977NN,BOEING,737-823,1464739200,
a54ab2,N440AW,BOMBARDIER INC,CL-600-2B19,1464739200,
a77111,N579NN,BOMBARDIER INC,CL-600-2D24,1466168186,
a05776,N121AN,AIRBUS,A321-231,1464739200,
aa2a8a,N754SW,BOEING,B737,1464739201,B737
a5135d,N426QX,BOMBARDIER INC,DHC-8-402,1464739200,
a4df56,N413AS,BOEING,737-990ER,1464739200,
a273f5,N25705,BOEING,737-724,1464739200,
aa56b5,N76516,,B738,1464739201,B737-824
ac56f2,N8943A,BOMBARDIER INC,CL-600-2B19,1464739200,
a8e1cc,N6710E,,B752,1464739201,B757-232
a44502,N3740C,,B738,1464739201,B737-832
a6dfbf,N542EA,,CRJ7,1464739201,CRJ7
ab4531,N825UA,AIRBUS INDUSTRIE,A319-131,1464739200,
acdbe7,N928AE,EMBRAER,EMB-145LR,1464739200,
a50c3e,N424UA,,A320,1464739201,A320-232
a13391,N177DZ,BOEING,767-332,1464739200,
a8df2c,N6708D,BOEING,757-232,1464739200,
a8996b,N653RW,,E170,1464739201,Emb.170-100SE
a582f9,N454WN,BOEING,737-7H4,1464739200,
ab15ba,N813NN,,B738,1464739201,B737-823
abbbc7,N855VA,,A320,1464739201,A320
ac763e,N9017P,AIRBUS A319-115,A319,1466992601,AMERICAN AIRLINES
aaf9c1,N806SK,BOMBARDIER INC,CL-600-2D24,1464739200,
a07f60,N131EV,,CRJ9,1464739201,CRJ9
a4c6b3,N407AS,BOEING 737-990,B739,1466992601,ALASKA AIRLINES
a3ed69,N352NB,AIRBUS,A319-114,1464739200,
aaa4b3,N785SK,,CRJ7,1464739201,CRJ7
a540eb,N438AW,,CRJ2,1464739201,CRJ2
a47244,N386HA,,A332,1464739201,A332
a1f4cd,N225NN,EMBRAER S A,ERJ 170-200 LR,1466168185,
ad5d5f,N960NN,BOEING,737-823,1464739200,
aa7e16,N7751A,BOEING 737-7BD,B737,1466992601,SOUTHWEST AIRLINES
a36200,N317NB,,A319,1464739201,A319-114
a59530,N459SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a6c4d7,N535UW,,A321,1464739201,A321-231
ada302,N978SW,BOMBARDIER INC,CL-600-2B19,1464739200,
aa7e74,N77530,,B738,1464739201,B738
aa5d60,N767UW,,A319,1464739201,A319-112
a1bff9,N21129,,E145,1464739201,ERJ-145XR
a6ab93,N529NK,,A319,1464739201,A319-132
a81001,N61882,BOEING,737-924ER,1464739200,
a4e876,N415UA,,A320,1464739201,A320-232
a24a0a,N247AK,BOEING,737-990ER,1466168185,
a08512,N13202,,E145,1464739201,EMB-145XR
a4d99a,N411UA,,A320,1464739201,A320-232
a5320b,N434AS,BOEING 737-990(ER),B739,1466992601,ALASKA AIRLINES
a6bf5a,N534AS,,B738,1464739201,B738
ab3982,N822NN,BOEING,737-823,1464739200,
a4ee36,N417AW,BOMBARDIER INC,CL-600-2B19,1464739200,
a3f88e,N355NB,,A319,1464739201,A319-114
a45f59,N381DN,BOEING,737-832,1464739200,
a3a9af,N335PH,,D328,1464739201,D328
aa56d5,N76523,,B738,1464739201,B738
ac754b,N9010R,AIRBUS A319-115,A319,1466992601,AMERICAN AIRLINES
a785fd,N584NN,BOMBARDIER INC,CL-600-2D24,1466168186,
a967ae,N705FR,AIRBUS,A321-211,1464739200,
a2db21,N283WN,BOEING,737-7H4,1464739200,
a42ee9,N369NB,,A319,1464739201,A319-114
a0af7c,N143SY,EMBRAER S A,ERJ 170-200 LR,1464739200,
a8feb8,N679SA,,CRJ2,1464739201,CRJ2
a32718,N302DN,AIRBUS A321-211,A321,1466992601,DELTA AIR LINES
aceebc,N932SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a4dad4,N41140,BOEING,757-224,1464739200,
a260ed,N252WN,BOEING,737-7H4,1464739200,
ab184d,N814AW,AIRBUS INDUSTRIE,A319-132,1464739200,
a6aac2,N529EA,BOMBARDIER INC,CL-600-2C10,1464739200,
abe892,N8668A,BOEING,737-8H4,1464739200,
a59b5e,N460UA,AIRBUS INDUSTRIE,A320-232,1464739200,
aa2bc4,N75435,,B739,1464739201,B739
aaf83c,N806AW,,A319,1464739201,A319-132
a528d6,N431WN,BOEING,B737,1464739201,B737-7H4/W
a1e60e,N221PS,,CRJ2,1464739201,CRJ2
ac8777,N906WN,BOEING,B737,1464739201,B737
a517dc,N427YX,EMBRAER S A,ERJ 170-200 LR,1466168186,
a82298,N623NK,AIRBUS,A320-232,1464739200,
a3323d,N305DN,AIRBUS,A321-211,1466168185,
a02c40,N110AN,AIRBUS INDUSTRIE,A321-231,1466168185,
ad448d,N954LR,CANADAIR CRJ-900LR,CRJ9,1466992601,AMERICAN EAGLE
a17527,N193UW,,A321,1464739201,A321-211
a05bde,N122HQ,EMBRAER,ERJ 170-200 LR,1464739200,
acd9d0,N927SW,BOMBARDIER INC,CL-600-2B19,1464739200,
abff50,N872RW,,E170,1464739201,ERJ-170-200LR
a1c2f1,N212WN,BOEING,B737,1464739201,B737-7H4/W
a49d16,N397DA,BOEING,737-832,1464739200,
ab92c4,N845DN,BOEING 737-932,B739,1466992601,DELTA AIR LINES
a0275c,N109NN,AIRBUS INDUSTRIE,A321-231,1466168185,
a9c2e9,N728SW,BOEING,737-7H4,1464739200,
abe501,N8659D,BOEING,737-8H4,1464739200,
a9e391,N736YX,EMBRAER S A,ERJ 170-200 LR,1466168187,
a9f424,N740SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a022c4,N108DN,,GLF5,1467076514,OWENS TRAVIS *  United States   2015-0
a41c56,N364NB,,A319,1464739201,A319-114
a1a986,N206NN,EMBRAER S A,ERJ 170-200 LR,1464739200,
ad7828,N967WN,BOEING,737-7H4,1464739200,
a8d224,N668CA,BOMBARDIER INC,CL-600-2C10,1464739200,
adc180,N986AT,,B712,1464739201,B717-231
a45233,N378HA,AIRBUS,A330-243,1464739200,
a75e7e,N574NN,CANADAIR CRJ-900,CRJ9,1466992601,AMERICAN EAGLE
acd486,N926AT,BOEING,717-200,1464739200,
aa97b8,N7818L,BOEING,737-76N,1464739200,
ac1466,N878DN,,GALX,1464739201,GALX
abde0b,N864DN,BOEING,737-932ER,1464739200,
ad6ff2,N965NN,BOEING,737-823,1464739200,
abb645,N854AS,BOMBARDIER INC,CL-600-2B19,1464739200,
a4ae15,N400QX,BOMBARDIER INC,DHC-8-402,1464739200,
a91536,N68453,,B739,1464739201,B739
a43e5e,N37255,,B738,1464739201,B737-824/W
ad8cec,N972UY,AIRBUS,A321-231,1464739200,
a8fc73,N67846,BOEING,737-924ER,1464739200,
a8e262,N6714Q,BOEING,757-232,1464739200,
a288e4,N26208,,B738,1464739201,B737-824
ad3c27,N952AT,BOEING,717-200,1464739200,
a441d6,N3734B,,B738,1464739201,B737-832
a9614d,N703SK,,CRJ7,1464739201,CRJ7
aaea84,N802NN,,B738,1464739201,B737-823
a96c96,N706TW,,B752,1464739201,B757-2Q8
a6bb97,N533AE,,CRJ7,1464739201,CRJ7
a1b573,N209WN,BOEING,B737,1464739201,B737-7H4/W
a3d462,N346JB,EMBRAER,ERJ 190-100 IGW,1464739200,
a445ee,N37464,BOEING,737-924ER,1464739200,
a6ec56,N545UW,,A321,1464739201,A321
a26c12,N255WN,BOEING,B737,1464739201,B737-7H4/W
a58dc2,N457SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200LR
ab5e9b,N8311Q,BOEING,737-8H4,1464739200,
aae6cd,N801NN,,B738,1464739201,B737-823/W
a9d053,N731SA,BOEING,737-7H4,1464739200,
a1acdb,N207JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a03574,N112US,,A320,1464739201,A320-214
a37aa3,N323NB,AIRBUS INDUSTRIE,A319-114,1464739200,
a82903,N625CA,,CRJ7,1464739201,CRJ7
a602ab,N487AS,BOEING,737-990ER,1466168186,
a8943d,N652AW,,A320,1464739201,A320-232
a5ef0e,N48127,,B752,1464739201,B757-224 (ET)
ab5ade,N8301J,,B738,1464739201,B738
ac89f7,N907JB,AIRBUS INDUSTRIE,A321-231,1464739200,
a6ebc6,N545PB,BOMBARDIER INC,CL-600-2C10,1464739200,
a984d1,N712PS,,CRJ7,1464739201,CRJ7
a62863,N496WN,BOEING,737-7H4,1464739200,
a4278e,N367NW,AIRBUS INDUSTRIE,A320-212,1464739200,
acd135,N925EV,BOMBARDIER INC,CL-600-2B19,1464739200,
add3dc,N990NN,BOEING,737-823,1466168188,
a8a337,N656CA,,CRJ7,1464739201,CRJ7
ab8d76,N84307,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
a84660,N632NK,AIRBUS,A320-232,1464739200,
a44a61,N376DA,BOEING,737-832,1464739200,
a5d007,N474AS,BOEING,737-990ER,1464739200,
a993ad,N716PS,BOMBARDIER INC,CL-600-2C10,1464739200,
a4b7d7,N403AS,BOEING 737-990,B739,1466992601,ALASKA AIRLINES
a03f84,N115HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
aa1e38,N751EV,BOMBARDIER INC,CL-600-2C10,1464739200,
a504d0,N422UA,AIRBUS INDUSTRIE,A320-232,1464739200,
